carat,cut,color,clarity,depth,table,price,x,y,z
0.9,Fair,H,SI2,66.0,63.0,2376,5.89,5.79,3.86
0.26,Very Good,F,VVS2,63.2,54.0,597,4.05,4.08,2.57
0.4,Very Good,G,SI1,63.3,58.0,840,4.69,4.66,2.96
2.01,Premium,E,SI2,61.2,58.0,14948,8.07,8.05,4.93
1.01,Premium,G,IF,61.3,58.0,7352,6.48,6.4,3.95
0.29,Ideal,G,VVS2,60.7,54.0,607,4.33,4.37,2.64
0.3,Premium,H,SI1,62.9,58.0,540,4.24,4.22,2.66
0.38,Very Good,D,VS2,61.5,62.0,871,4.6,4.63,2.84
0.93,Very Good,H,SI1,59.3,61.0,3838,6.33,6.39,3.77
1.35,Very Good,I,VS2,62.1,62.0,6961,6.97,7.05,4.35
0.9,Premium,I,VS2,62.4,58.0,3539,6.16,6.22,3.86
0.28,Very Good,G,VS2,61.3,57.0,492,4.21,4.24,2.59
0.23,Very Good,D,VVS2,62.4,53.0,458,3.94,3.95,2.46
0.51,Good,E,VVS2,62.0,60.5,1980,5.05,5.08,3.15
0.77,Very Good,I,VS1,62.2,59.0,2682,5.83,5.85,3.63
0.71,Ideal,F,VS2,62.2,55.0,3405,5.72,5.76,3.57
0.42,Very Good,D,SI1,61.5,58.0,756,4.8,4.83,2.96
0.67,Premium,E,SI1,59.2,61.0,1910,5.74,5.72,3.39
0.9,Good,E,SI2,63.7,63.0,3595,6.05,6.1,3.87
0.33,Ideal,E,VS2,61.8,55.0,723,4.45,4.48,2.76
2.02,Very Good,J,SI1,63.0,56.0,12267,7.95,8.01,5.03
1.02,Premium,G,VS2,62.7,58.0,5407,6.44,6.36,4.01
0.77,Ideal,D,VVS2,62.3,57.0,5207,5.83,5.85,3.64
0.43,Premium,G,VS2,60.8,59.0,1113,4.91,4.86,2.97
0.54,Premium,J,VS2,62.6,58.0,1143,5.22,5.16,3.25
0.38,Premium,H,SI1,61.2,62.0,812,4.66,4.62,2.84
0.5,Premium,D,SI2,62.9,58.0,997,5.06,5.01,3.17
1.73,Very Good,H,VS2,61.7,56.0,12998,7.64,7.7,4.73
0.3,Premium,E,VVS1,61.3,59.0,956,4.33,4.28,2.64
0.42,Ideal,H,VVS1,61.8,55.0,969,4.8,4.85,2.98
0.33,Ideal,H,VS2,61.8,54.0,539,4.45,4.48,2.76
0.92,Good,F,SI2,63.7,64.0,3787,6.13,6.08,3.89
0.23,Ideal,F,VVS2,61.6,54.0,650,3.97,3.99,2.45
0.36,Ideal,D,VS2,61.1,57.0,928,4.6,4.63,2.82
1.17,Ideal,D,SI2,62.7,57.0,5949,6.72,6.7,4.21
0.49,Good,F,VS1,59.5,62.0,1182,5.09,5.22,3.06
0.5,Good,F,SI2,57.7,62.0,926,5.22,5.18,3.0
0.92,Premium,H,SI1,62.0,60.0,3618,6.21,6.27,3.87
0.61,Premium,G,VS1,62.7,57.0,2192,5.43,5.36,3.38
0.36,Ideal,G,SI2,61.4,54.0,505,4.59,4.66,2.84
0.53,Ideal,I,SI1,61.5,56.0,1094,5.21,5.23,3.21
0.54,Ideal,H,VVS1,61.7,57.0,1846,5.23,5.24,3.23
0.51,Ideal,H,IF,60.3,58.0,1899,5.15,5.17,3.11
0.39,Fair,G,IF,57.1,61.0,1127,4.83,4.88,2.77
1.71,Ideal,H,VS2,62.1,56.0,14017,7.64,7.7,4.76
1.34,Very Good,I,SI1,61.1,59.0,6763,7.05,7.12,4.33
1.23,Premium,H,VS2,59.5,59.0,7431,7.08,7.01,4.19
0.42,Ideal,G,VVS1,61.2,56.0,1235,4.86,4.85,2.97
1.51,Premium,G,VVS1,62.2,58.0,15420,7.33,7.3,4.55
1.13,Ideal,G,VS1,61.0,56.4,7808,6.7,6.75,4.1
1.21,Very Good,J,VS1,60.9,60.0,5267,6.87,6.9,4.19
1.5,Ideal,H,VS2,62.2,57.0,10886,7.33,7.27,4.54
1.0,Good,G,VVS2,63.1,58.0,7453,6.33,6.37,4.01
0.73,Ideal,E,SI2,61.8,58.0,2805,5.77,5.81,3.58
0.57,Premium,F,SI1,62.7,59.0,1571,5.3,5.26,3.31
1.25,Premium,D,SI1,62.4,58.0,7924,6.89,6.83,4.28
0.36,Ideal,G,IF,61.6,55.0,1074,4.57,4.59,2.82
1.0,Good,D,VS2,63.1,56.0,7114,6.36,6.4,4.02
1.36,Very Good,H,VS1,59.9,58.0,9178,7.16,7.2,4.3
0.54,Ideal,F,VVS2,62.1,54.0,2180,5.24,5.26,3.26
1.0,Fair,I,VS1,65.3,55.0,3763,6.34,6.25,4.11
0.4,Premium,G,SI1,62.0,59.0,900,4.72,4.7,2.92
0.52,Ideal,I,VVS2,62.2,57.0,1376,5.18,5.11,3.2
0.42,Very Good,H,VVS1,63.9,56.0,1042,4.73,4.75,3.03
0.56,Good,D,SI2,63.2,54.0,1258,5.24,5.26,3.32
1.02,Ideal,G,I1,61.5,56.0,3382,6.49,6.46,3.98
0.3,Ideal,G,IF,61.3,55.0,863,4.33,4.35,2.66
0.72,Ideal,J,VVS1,62.4,58.0,2139,5.71,5.76,3.58
0.8,Ideal,F,SI1,62.4,57.0,2890,5.9,5.87,3.67
0.42,Premium,D,SI2,60.0,61.0,898,4.89,4.85,2.92
0.9,Premium,D,SI2,61.0,59.0,3740,6.18,6.14,3.76
0.59,Ideal,D,VS2,60.9,57.0,2352,5.42,5.48,3.32
0.33,Ideal,D,SI2,62.0,57.0,631,4.46,4.45,2.76
1.03,Premium,E,VS1,59.6,59.0,7817,6.59,6.57,3.92
0.77,Ideal,I,VS2,61.2,59.0,2558,5.91,5.95,3.63
0.51,Premium,G,VVS2,61.7,58.0,1875,5.11,5.14,3.16
0.9,Premium,F,SI2,61.3,59.0,3556,6.16,6.11,3.76
2.22,Very Good,J,SI1,58.7,60.0,13782,8.51,8.57,5.01
0.72,Good,J,VS1,63.7,54.0,2062,5.71,5.68,3.63
1.1,Very Good,F,I1,59.8,61.0,3678,6.65,6.7,3.99
0.34,Ideal,H,VS2,61.8,55.0,517,4.49,4.51,2.78
0.31,Good,I,VS1,63.2,56.0,489,4.28,4.33,2.72
0.39,Premium,F,SI1,60.1,59.0,823,4.77,4.74,2.86
0.3,Premium,G,SI1,62.6,57.0,574,4.34,4.25,2.69
0.31,Ideal,H,VVS2,61.1,56.0,625,4.33,4.37,2.66
1.21,Good,F,SI2,63.7,64.0,4669,6.73,6.63,4.25
1.06,Ideal,G,VVS1,61.6,57.0,8643,6.55,6.53,4.03
0.71,Ideal,E,SI1,61.7,56.0,2704,5.72,5.69,3.52
0.7,Good,E,VS1,58.4,60.0,3419,5.84,5.87,3.42
0.7,Ideal,D,VS1,62.2,56.0,3535,5.69,5.72,3.55
1.22,Ideal,I,SI1,62.1,56.0,5329,6.83,6.79,4.23
0.31,Ideal,H,VS1,62.0,54.0,698,4.39,4.35,2.71
0.58,Premium,H,SI2,59.0,61.0,1066,5.45,5.42,3.21
0.62,Good,G,VS2,61.0,62.0,1850,5.41,5.5,3.33
1.0,Premium,J,VS2,60.3,58.0,3790,6.49,6.44,3.9
0.71,Premium,E,VS2,59.0,59.0,2735,5.88,5.78,3.44
2.01,Fair,D,SI2,66.9,57.0,16086,7.87,7.76,5.23
0.53,Ideal,G,VS1,61.8,55.0,1813,5.22,5.17,3.21
0.57,Ideal,I,VS2,61.9,57.0,1410,5.3,5.33,3.29
0.77,Premium,H,VS1,61.3,60.0,2789,5.9,5.88,3.61
1.71,Premium,G,SI2,60.9,58.0,11351,7.72,7.68,4.69
0.35,Ideal,E,VS2,61.6,56.0,767,4.52,4.54,2.79
1.28,Ideal,G,VVS1,62.1,56.0,11248,6.96,6.93,4.31
0.43,Premium,F,SI1,61.3,60.0,792,4.83,4.86,2.97
0.55,Ideal,H,VS2,62.5,54.0,1402,5.24,5.29,3.29
0.9,Good,I,SI2,60.9,63.0,2680,6.13,6.21,3.76
0.71,Ideal,D,VS2,60.4,57.0,3135,5.77,5.82,3.5
0.38,Premium,D,SI2,59.2,61.0,812,4.72,4.67,2.78
0.9,Ideal,I,VS1,60.9,60.0,4492,6.2,6.24,3.79
1.06,Ideal,G,SI1,60.5,57.0,5393,6.64,6.59,4.0
0.79,Ideal,G,SI2,60.8,57.0,2453,5.99,5.96,3.63
0.71,Ideal,D,VS2,63.0,56.0,3245,5.69,5.65,3.58
0.4,Good,D,SI2,64.0,56.0,775,4.7,4.64,2.99
0.32,Ideal,D,VVS1,61.3,57.0,1067,4.39,4.42,2.7
0.5,Good,E,VS2,57.8,60.0,1365,5.2,5.29,3.03
1.04,Ideal,G,VS2,60.8,57.0,6529,6.55,6.57,3.99
0.77,Very Good,E,VS2,60.4,58.0,3911,5.94,6.01,3.61
1.22,Very Good,F,SI1,60.5,58.0,7372,6.91,6.97,4.2
0.31,Premium,J,SI1,59.4,62.0,453,4.43,4.39,2.62
1.11,Ideal,G,VS1,62.1,57.0,7917,6.61,6.63,4.11
0.58,Ideal,F,VS2,61.8,57.0,2401,5.39,5.35,3.32
1.12,Premium,G,VS2,60.7,53.0,6774,6.81,6.7,4.1
0.3,Premium,E,VS2,62.6,62.0,788,4.25,4.21,2.65
0.71,Good,H,VVS2,63.0,59.0,2517,5.64,5.67,3.56
1.07,Ideal,G,VVS2,61.8,55.0,8491,6.57,6.61,4.07
0.36,Ideal,F,IF,62.2,55.0,1137,4.57,4.62,2.86
0.42,Premium,E,SI1,61.6,59.0,773,4.83,4.85,2.98
1.0,Premium,E,VS2,60.4,57.0,6720,6.49,6.46,3.91
0.4,Ideal,G,VS2,62.8,54.0,980,4.7,4.67,2.94
0.62,Ideal,H,VS1,63.0,56.0,1808,5.43,5.36,3.4
0.23,Fair,G,VVS2,61.4,66.0,369,3.87,3.91,2.39
2.01,Premium,I,VS2,62.8,58.0,16778,8.01,7.94,5.01
0.3,Ideal,I,SI1,61.3,56.0,394,4.32,4.33,2.65
0.35,Premium,H,VS1,61.7,59.0,614,4.51,4.53,2.79
1.25,Ideal,J,SI1,62.1,58.0,5252,6.86,6.89,4.27
0.3,Premium,G,VVS1,61.8,59.0,789,4.28,4.33,2.66
0.24,Very Good,H,VVS1,62.3,56.0,449,3.99,4.02,2.49
0.31,Premium,D,VS2,62.6,59.0,942,4.33,4.3,2.7
0.33,Ideal,F,VVS1,62.4,54.0,880,4.44,4.47,2.78
0.32,Ideal,E,VS2,62.1,55.0,639,4.39,4.43,2.74
0.46,Very Good,E,VS2,61.3,57.0,1081,4.99,5.02,3.07
1.93,Premium,H,VS1,60.5,60.0,16941,7.98,8.06,4.85
1.22,Ideal,I,SI1,61.7,55.2,6062,6.84,6.9,4.24
0.32,Ideal,H,VVS1,61.9,54.0,708,4.4,4.42,2.73
0.71,Premium,F,VS1,59.1,59.0,2920,5.88,5.83,3.46
0.3,Very Good,J,VS1,63.0,59.0,394,4.24,4.27,2.68
1.08,Very Good,F,VS2,63.1,57.0,6319,6.56,6.5,4.12
1.22,Ideal,H,SI2,61.7,56.0,5807,6.91,6.83,4.24
2.01,Premium,I,VS2,60.3,62.0,15939,8.13,8.08,4.89
0.53,Very Good,G,VVS1,58.9,60.0,2136,5.23,5.3,3.1
0.3,Ideal,G,IF,62.1,55.0,895,4.31,4.35,2.69
0.31,Premium,D,SI1,62.0,58.0,732,4.35,4.3,2.68
0.31,Very Good,F,VS2,61.4,58.4,667,4.37,4.4,2.69
0.9,Ideal,H,SI2,62.0,57.0,3578,6.17,6.19,3.83
0.7,Very Good,E,SI1,60.9,59.0,2537,5.67,5.76,3.48
0.4,Premium,D,SI1,60.3,62.0,924,4.75,4.7,2.85
0.31,Ideal,D,VS2,62.5,56.0,942,4.36,4.31,2.71
2.0,Good,J,VS2,61.4,63.0,13542,8.01,8.08,4.94
1.02,Very Good,F,SI1,63.2,59.0,5398,6.38,6.35,4.02
1.51,Good,D,SI2,61.7,65.0,7384,7.31,7.38,4.53
0.31,Ideal,F,VVS2,61.6,55.0,917,4.35,4.38,2.69
0.27,Very Good,D,VS2,62.0,57.0,470,4.11,4.15,2.56
0.31,Ideal,H,VS1,61.1,57.0,698,4.39,4.35,2.67
0.55,Very Good,H,VVS1,61.1,57.0,1881,5.26,5.35,3.24
0.3,Ideal,G,IF,62.3,54.0,863,4.32,4.35,2.7
0.52,Very Good,H,VS1,63.5,58.0,1572,5.08,5.13,3.24
1.0,Good,G,VS2,63.4,57.0,5702,6.27,6.31,3.99
0.5,Good,F,VS2,63.2,56.0,1436,5.01,5.05,3.18
1.56,Good,J,VS2,57.6,65.0,6966,7.6,7.62,4.38
2.06,Ideal,I,VS2,59.2,57.0,15691,8.39,8.29,4.94
0.5,Ideal,F,VVS2,62.2,54.0,2160,5.11,5.09,3.17
0.7,Premium,G,SI1,61.5,58.0,2010,5.69,5.76,3.52
0.58,Premium,F,SI2,63.0,56.0,1226,5.34,5.26,3.34
0.32,Ideal,E,SI1,61.8,55.0,720,4.45,4.42,2.74
1.51,Good,I,VVS1,64.0,60.0,9471,7.26,7.21,4.63
0.7,Ideal,F,SI2,60.6,57.2,2237,5.75,5.77,3.49
0.9,Very Good,F,VS1,60.7,57.0,5242,6.16,6.23,3.76
1.0,Ideal,E,SI2,60.7,55.0,4077,6.39,6.33,3.86
0.72,Good,H,SI2,57.9,58.0,2056,5.98,5.91,3.44
0.73,Ideal,I,VVS2,63.3,57.0,2485,5.77,5.73,3.64
0.41,Ideal,D,SI1,60.8,57.0,1015,4.84,4.8,2.93
1.01,Good,F,SI2,63.8,57.0,3532,6.31,6.36,4.04
1.25,Ideal,J,SI1,62.4,57.0,5252,6.86,6.92,4.3
1.0,Premium,F,SI1,61.4,60.0,4586,6.38,6.35,3.91
1.18,Premium,I,SI1,62.8,56.0,5088,6.74,6.71,4.22
1.2,Fair,H,SI2,65.6,57.0,3696,6.73,6.57,4.36
1.02,Ideal,H,SI1,58.8,57.0,4819,6.66,6.6,3.9
1.53,Premium,J,VVS1,61.6,59.0,9555,7.39,7.35,4.54
1.19,Very Good,H,SI1,60.8,59.0,5595,6.84,6.87,4.17
0.5,Fair,H,VS1,66.5,60.0,1155,4.93,4.85,3.25
0.71,Premium,F,SI2,60.2,60.0,2137,5.8,5.77,3.48
1.25,Good,G,VS1,63.4,55.0,8901,6.87,6.92,4.37
1.71,Good,I,SI1,63.2,57.0,9881,7.49,7.53,4.75
1.21,Very Good,I,SI1,61.2,62.0,5190,6.81,6.84,4.18
0.7,Ideal,F,VS1,62.4,56.0,2874,5.69,5.65,3.54
1.25,Premium,J,SI2,61.3,58.0,4018,6.98,6.95,4.27
0.7,Premium,E,VS1,62.9,61.0,3175,5.65,5.57,3.53
0.78,Very Good,F,SI2,61.5,59.0,2307,5.88,5.95,3.63
0.36,Ideal,D,VS2,61.8,55.0,800,4.58,4.61,2.84
1.5,Good,J,SI1,64.0,56.0,5914,7.21,7.16,4.6
0.24,Very Good,F,VVS2,62.2,58.0,552,3.97,4.01,2.48
0.31,Ideal,F,IF,60.7,56.0,901,4.42,4.45,2.69
0.54,Ideal,F,SI2,61.0,56.0,1173,5.24,5.29,3.21
0.67,Very Good,F,VS2,63.2,60.0,2171,5.55,5.5,3.49
1.61,Very Good,H,VS2,59.4,58.0,11627,7.64,7.74,4.57
0.72,Very Good,J,VS1,64.0,57.0,2066,5.67,5.71,3.64
2.01,Premium,H,SI2,62.3,58.0,15773,8.06,8.11,5.04
0.5,Good,D,VS2,63.4,57.0,1635,5.04,5.09,3.21
1.51,Ideal,F,VS1,62.1,56.0,16370,7.34,7.38,4.57
1.01,Ideal,G,VS2,61.7,56.0,6439,6.43,6.46,3.98
1.17,Very Good,G,SI1,63.3,61.0,5025,6.65,6.59,4.19
0.41,Premium,G,VS2,61.4,59.0,1061,4.79,4.75,2.93
1.02,Premium,D,SI1,62.3,59.0,5998,6.42,6.38,3.99
0.9,Fair,F,VS1,65.7,59.0,3750,5.96,5.92,3.9
0.4,Very Good,F,VS1,61.5,59.0,982,4.71,4.76,2.91
1.11,Ideal,E,SI1,61.1,57.0,6800,6.64,6.72,4.08
0.27,Ideal,G,IF,61.2,57.0,627,4.17,4.2,2.56
0.5,Ideal,G,SI2,61.0,57.0,1127,5.13,5.15,3.13
0.7,Ideal,H,VVS1,60.2,57.0,3175,5.78,5.82,3.49
0.38,Ideal,F,VVS2,62.0,54.1,1010,4.66,4.68,2.9
0.53,Ideal,E,SI1,61.2,54.0,1303,5.21,5.25,3.2
1.0,Good,G,VS2,59.9,57.0,5667,6.45,6.51,3.88
0.7,Fair,H,VVS2,65.8,58.0,2500,5.49,5.42,3.59
0.9,Very Good,G,SI2,59.9,60.0,3581,6.19,6.23,3.72
1.2,Very Good,E,SI1,61.0,59.0,6703,6.91,6.83,4.19
0.32,Premium,I,VVS2,61.9,59.0,561,4.35,4.38,2.7
0.95,Premium,I,SI2,62.5,58.0,3237,6.3,6.24,3.92
0.3,Premium,I,VVS1,62.6,60.0,709,4.28,4.25,2.67
0.51,Very Good,E,SI1,60.3,63.0,1340,5.13,5.06,3.07
1.26,Ideal,H,SI1,61.7,58.0,6476,6.95,6.9,4.27
0.33,Very Good,H,IF,60.3,59.0,868,4.47,4.49,2.7
0.54,Ideal,E,SI1,61.5,56.0,1720,5.26,5.22,3.23
0.36,Very Good,H,SI1,59.3,60.0,518,4.62,4.65,2.75
0.69,Fair,G,VS1,61.2,65.4,2235,5.58,5.64,3.42
0.3,Premium,H,VVS1,62.6,60.0,878,4.26,4.21,2.65
1.41,Good,H,VS2,63.8,60.0,9254,7.12,7.04,4.52
0.4,Good,D,SI2,63.1,56.0,622,4.65,4.67,2.94
1.52,Very Good,H,SI2,62.8,58.0,8408,7.25,7.3,4.57
1.2,Very Good,J,SI2,61.4,55.0,4636,6.85,6.92,4.23
0.9,Premium,H,VS2,61.3,59.0,4082,6.24,6.19,3.81
0.53,Premium,D,VS1,59.2,60.0,2147,5.37,5.31,3.16
1.04,Very Good,J,SI2,63.5,59.0,3810,6.37,6.42,4.06
0.41,Ideal,G,IF,61.7,56.0,1259,4.79,4.81,2.96
1.02,Ideal,G,VS2,60.5,57.0,6356,6.51,6.55,3.95
1.3,Very Good,J,VS2,63.3,57.0,4106,6.98,6.96,4.41
0.36,Premium,D,SI2,61.2,59.0,537,4.56,4.59,2.8
0.31,Ideal,D,VS1,61.9,53.0,774,4.36,4.4,2.71
1.02,Very Good,J,SI1,61.4,58.0,4137,6.47,6.5,3.98
0.35,Ideal,D,VS1,61.4,56.0,1026,4.55,4.58,2.8
0.34,Ideal,F,VS2,61.0,57.0,686,4.48,4.5,2.74
0.7,Premium,D,SI2,58.3,61.0,2167,5.74,5.7,3.33
0.75,Ideal,J,VS2,62.3,57.0,1923,5.81,5.84,3.63
1.01,Good,D,VS2,64.1,57.0,4466,6.32,6.22,4.02
0.3,Ideal,D,SI1,62.0,56.0,552,4.3,4.34,2.68
0.5,Premium,F,VS1,62.3,55.0,1838,5.09,5.06,3.16
1.35,Ideal,H,SI1,61.5,58.0,7609,7.08,7.11,4.36
0.32,Ideal,H,VS2,61.3,56.0,523,4.42,4.45,2.72
1.5,Fair,H,VVS2,65.8,57.0,7476,7.19,7.15,4.72
0.51,Premium,E,VVS2,61.0,61.0,2060,5.17,5.13,3.14
1.0,Good,I,VS1,64.0,53.0,3763,6.34,6.28,4.04
1.22,Very Good,I,VS1,61.6,60.0,5966,6.86,6.8,4.21
0.35,Ideal,G,IF,61.1,56.0,1116,4.59,4.54,2.79
0.71,Very Good,E,SI1,59.7,58.0,2574,5.76,5.8,3.45
1.23,Premium,G,SI1,62.5,59.0,6909,6.84,6.77,4.25
0.71,Ideal,D,VS1,61.7,56.0,4380,5.71,5.74,3.53
0.56,Premium,G,VS1,59.9,60.0,2013,5.41,5.37,3.23
1.03,Ideal,D,VVS2,62.0,56.0,9798,6.46,6.55,4.03
0.51,Ideal,D,IF,62.0,56.0,3446,5.14,5.18,3.2
0.38,Ideal,E,SI1,61.9,55.0,700,4.64,4.7,2.89
0.32,Ideal,E,VS2,62.1,56.0,702,4.4,4.43,2.74
0.4,Premium,D,SI2,60.4,59.0,666,4.8,4.83,2.91
0.79,Very Good,E,VS2,62.7,56.0,3539,5.85,5.88,3.68
0.77,Ideal,F,VS1,62.5,57.0,3357,5.88,5.9,3.68
0.71,Very Good,I,SI1,60.0,56.0,2502,5.86,5.83,3.51
0.3,Ideal,D,VS2,61.8,55.0,710,4.32,4.36,2.68
1.02,Ideal,E,SI2,60.3,57.0,4712,6.5,6.53,3.95
0.3,Very Good,G,VVS1,61.3,56.0,691,4.34,4.37,2.67
0.38,Ideal,I,VS1,61.6,55.0,700,4.68,4.73,2.9
1.51,Very Good,E,VS1,59.5,59.0,16129,7.48,7.54,4.47
1.2,Premium,F,VS2,60.1,57.0,7865,6.82,6.76,4.08
1.51,Premium,F,VS2,62.0,59.0,13945,7.37,7.18,4.51
0.71,Very Good,I,VVS2,61.9,58.0,2137,5.72,5.75,3.55
0.64,Ideal,F,VVS2,61.0,56.0,3336,5.55,5.59,3.4
0.91,Very Good,F,VS2,60.8,57.0,4606,6.24,6.25,3.8
1.17,Very Good,D,VS1,60.5,57.0,10681,6.79,6.86,4.13
0.31,Very Good,G,VS2,63.2,58.0,651,4.3,4.28,2.71
2.0,Good,H,SI2,63.6,57.0,13480,8.01,7.97,5.08
0.7,Very Good,D,SI1,62.6,57.0,2726,5.67,5.7,3.56
0.79,Good,E,SI1,64.1,54.0,2849,5.86,5.84,3.75
0.43,Premium,F,SI1,62.6,58.0,792,4.77,4.81,3.0
0.32,Ideal,D,VVS2,59.9,59.0,854,4.45,4.46,2.67
0.47,Ideal,H,VS2,62.0,54.0,1006,4.99,5.01,3.1
1.89,Very Good,D,SI2,62.7,58.0,15594,7.75,7.81,4.88
0.44,Very Good,E,VS2,60.3,58.0,987,4.9,4.92,2.96
2.1,Very Good,G,SI2,63.4,58.0,13007,8.19,8.12,5.17
0.33,Ideal,F,IF,61.2,56.0,1240,4.47,4.49,2.74
0.7,Premium,J,SI1,61.3,59.0,1827,5.75,5.73,3.52
0.32,Ideal,I,VS1,62.0,54.0,523,4.37,4.41,2.72
0.3,Very Good,E,VS2,62.4,56.0,658,4.26,4.33,2.68
0.78,Ideal,E,VS2,62.1,54.0,3159,5.92,5.94,3.68
1.01,Premium,F,SI2,61.7,58.0,3846,6.46,6.41,3.97
1.5,Good,J,VS2,61.7,56.0,7177,7.23,7.33,4.49
1.12,Ideal,F,SI2,61.8,56.0,5277,6.65,6.68,4.12
0.5,Fair,D,SI1,64.6,58.0,1323,5.0,4.97,3.22
0.72,Good,J,SI1,60.1,64.0,1547,5.75,5.83,3.48
0.43,Very Good,F,SI2,60.5,59.0,679,4.88,4.91,2.96
0.4,Very Good,E,SI1,62.9,58.0,707,4.71,4.74,2.97
0.3,Premium,E,SI1,60.6,56.0,675,4.37,4.35,2.64
0.5,Good,F,SI1,63.7,61.0,1125,5.02,4.99,3.19
1.62,Very Good,F,VS2,63.2,56.0,14400,7.54,7.43,4.73
1.5,Very Good,G,SI2,63.1,57.0,9384,7.29,7.25,4.59
0.3,Premium,H,VS2,61.8,60.0,608,4.31,4.26,2.65
0.71,Premium,G,SI2,59.9,59.0,1717,5.79,5.82,3.48
0.32,Premium,D,SI1,61.5,59.0,589,4.39,4.42,2.71
0.77,Good,D,SI2,64.9,53.0,2523,5.84,5.75,3.76
1.18,Ideal,G,VS1,61.9,56.0,8556,6.81,6.76,4.2
0.6,Very Good,H,VS2,64.2,57.0,1597,5.27,5.32,3.4
0.31,Ideal,D,VS2,62.2,56.0,942,4.33,4.32,2.69
0.61,Ideal,D,VVS1,62.3,54.0,3625,5.4,5.45,3.38
1.2,Good,G,SI2,63.6,54.0,5049,6.71,6.75,4.28
1.05,Very Good,G,SI2,63.2,54.0,4318,6.52,6.49,4.11
0.4,Very Good,E,SI1,63.2,56.0,882,4.74,4.69,2.98
0.56,Ideal,E,VS2,61.9,55.0,1819,5.29,5.34,3.29
0.52,Ideal,D,VS1,62.1,57.0,1914,5.13,5.2,3.21
0.56,Ideal,F,VVS2,61.1,57.0,2676,5.32,5.35,3.25
1.01,Fair,G,SI2,59.8,66.0,3816,6.42,6.48,3.86
0.71,Ideal,G,VS2,62.1,57.0,2587,5.71,5.63,3.52
0.46,Ideal,H,IF,62.2,55.0,1450,4.94,4.99,3.09
0.75,Ideal,E,VS2,61.7,56.0,3150,5.86,5.84,3.61
0.71,Ideal,G,VS1,61.6,55.0,3431,5.71,5.75,3.53
0.43,Very Good,G,VS2,59.1,60.0,867,4.88,4.93,2.9
0.71,Good,F,SI2,64.0,58.0,1818,5.65,5.59,3.6
0.27,Ideal,I,VS1,62.0,56.0,432,4.16,4.19,2.59
0.32,Very Good,E,VVS1,60.9,58.0,931,4.49,4.45,2.72
0.3,Very Good,G,VVS2,62.9,55.0,684,4.24,4.28,2.68
0.3,Premium,I,VVS1,62.6,60.0,552,4.25,4.28,2.67
1.51,Premium,I,SI2,58.7,59.0,7292,7.53,7.49,4.41
0.77,Very Good,H,VS1,63.3,57.0,2927,5.79,5.83,3.68
0.35,Ideal,G,IF,61.8,55.0,1116,4.56,4.54,2.81
0.33,Premium,H,SI1,63.0,58.0,610,4.42,4.4,2.78
0.32,Very Good,E,SI1,63.3,55.0,672,4.36,4.33,2.75
1.01,Premium,G,SI2,60.1,59.0,4269,6.45,6.39,3.86
1.14,Premium,F,SI1,61.1,58.0,6448,6.77,6.72,4.12
0.26,Very Good,E,VS2,59.2,58.0,453,4.18,4.2,2.48
0.7,Ideal,D,VVS2,61.4,56.0,5539,5.72,5.75,3.53
1.07,Very Good,E,VS1,62.0,60.0,7768,6.49,6.58,4.05
0.32,Very Good,F,VS2,61.1,58.0,645,4.39,4.42,2.69
2.04,Premium,I,I1,61.1,61.0,7403,8.25,8.12,5.0
0.71,Very Good,G,VS2,61.5,57.0,2543,5.69,5.73,3.51
2.14,Premium,H,SI2,62.0,60.0,16723,8.27,8.19,5.1
1.2,Very Good,I,SI1,62.6,58.2,5280,6.71,6.74,4.21
0.31,Premium,G,VVS1,61.4,58.0,1046,4.35,4.32,2.66
0.4,Premium,F,VS1,61.4,58.0,1050,4.75,4.73,2.91
0.71,Premium,G,SI1,58.9,62.0,2181,5.85,5.79,3.43
0.91,Ideal,E,SI1,61.0,58.0,4132,6.23,6.29,3.82
0.39,Ideal,G,VS1,61.8,55.0,802,4.72,4.76,2.93
0.3,Ideal,E,VVS2,61.5,55.0,731,4.33,4.35,2.67
0.3,Premium,D,VS1,59.7,58.0,848,4.39,4.32,2.6
1.6,Premium,H,VS2,62.6,58.0,11508,7.5,7.45,4.68
0.6,Ideal,H,VS1,62.0,53.0,1772,5.44,5.46,3.38
0.45,Very Good,E,SI1,62.8,58.0,851,4.84,4.88,3.05
0.43,Ideal,D,VS2,62.0,55.0,1129,4.86,4.81,3.0
1.31,Ideal,I,VS2,62.4,57.0,6338,6.93,6.97,4.34
0.42,Ideal,F,SI1,60.9,55.0,992,4.88,4.84,2.96
0.46,Ideal,E,VVS2,62.6,55.0,1736,4.95,4.92,3.09
0.33,Premium,H,IF,61.8,60.0,1114,4.44,4.4,2.73
1.06,Premium,G,VVS2,59.6,58.0,8003,6.61,6.65,3.95
0.32,Ideal,D,VVS1,62.1,54.0,988,4.43,4.4,2.74
1.0,Premium,J,SI1,58.7,58.0,3920,6.55,6.51,3.83
0.6,Good,G,SI1,61.3,61.2,1565,5.4,5.45,3.33
1.26,Premium,H,SI1,62.1,57.0,6435,6.94,6.88,4.29
0.9,Ideal,H,VS2,62.5,53.0,4369,6.17,6.22,3.87
1.02,Good,H,VS1,59.8,63.0,5598,6.54,6.61,3.93
0.4,Ideal,G,SI1,60.1,56.0,1084,4.8,4.85,2.9
